group_id	region	country	med_node	T0	T1	T2	T3	T4	T5	T6	UNDATED	TOTAL
Daur	OUTGROUP	China		10	0	0	0	0	0	0	0	10
DemocraticRepublicoftheCongo_MatangaiTuruNorthwest_IA	WEST_AFRICA	Democratic Republic of the Congo		1	0	0	0	0	0	0	0	1
DemocraticRepublicoftheCongo_Protohistoric	WEST_AFRICA	Democratic Republic of the Congo		3	0	0	0	0	0	0	0	3
DemocraticRepublicoftheCongo_Protohistoric-o	WEST_AFRICA	Democratic Republic of the Congo		1	0	0	0	0	0	0	0	1
Denmark_AalstrupMellergaard_EIA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_AamosenGammelvind_IA_BogSkeleton_LateGermanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Aastofte_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Alken_Enge_EarlyRomanBogWar	EUROPE_CONTROL	Denmark		13	1	0	0	0	0	0	0	14
Denmark_Allerslev_IA_EarlyGermanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Almager_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Alpegard_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Alsted_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Asnaes_EarlyRoman	EUROPE_CONTROL	Denmark		10	0	0	0	0	0	0	0	10
Denmark_Asnaes_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_AssistensKirkegard_Modern	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_BA	EUROPE_CONTROL	Denmark		0	3	0	0	0	0	0	0	3
Denmark_Bakkendrup_Viking	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Bakkendrup_Viking_Viking	EUROPE_CONTROL	Denmark		3	0	0	0	0	0	0	0	3
Denmark_Barse_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_BarupSandgrav_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Baunehoj_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Bilidt_IA	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Bjoernstrupgaard_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Blaesenborgvej_IA_EarlyGermanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Bodkergardsmark_Viking	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Bogebjerg_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_BogebjerggardRostofte_Roman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Bogovej_Viking	EUROPE_CONTROL	Denmark		9	0	0	0	0	0	0	0	9
Denmark_Borre_Enge_IA_LateGermanic_WetlandSkeleton	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Borremose_EN	EUROPE_CONTROL	Denmark		0	0	1	0	0	0	0	0	1
Denmark_Borritshoved_EarlyRoman	EUROPE_CONTROL	Denmark		1	1	0	0	0	0	0	0	2
Denmark_Bredebjerggard8_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Broskov_LateRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Bulbjerg_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Bulbjerg_Roman	EUROPE_CONTROL	Denmark		4	1	0	0	0	0	0	0	5
Denmark_Dagsmose_PreImperialRoman_BogSkeleton	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Djursland_SingleGraveCulture	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_EBA	EUROPE_CONTROL	Denmark		0	4	0	0	0	0	0	0	4
Denmark_EN	EUROPE_CONTROL	Denmark		0	28	0	0	0	0	0	0	28
Denmark_EN-oWHG	EUROPE_CONTROL	Denmark		0	1	1	0	0	0	0	0	2
Denmark_EN_LateMesolithic	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_EN_N_TRB	EUROPE_CONTROL	Denmark		0	2	1	0	0	0	0	0	3
Denmark_EarlyMesolithic_Maglemose	EUROPE_CONTROL	Denmark		0	0	5	0	0	0	0	0	5
Denmark_EarlyModern	EUROPE_CONTROL	Denmark		17	0	0	0	0	0	0	0	17
Denmark_EarlyViking	EUROPE_CONTROL	Denmark		6	0	0	0	0	0	0	0	6
Denmark_Egebjerg_LateRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_EgedalMose_PreImperialRoman_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Eksercerpladsen_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Elkenoere_PreImperialRoman_BogSkeleton	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Endegaarde_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Engbjerg_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_EngeldrupBroMelbySb19_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Espe_IA_LateGermanic	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Farevejlegard_EarlyRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_ForlevForlevI_Viking_Viking	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Fraugde_LateRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_GadevangMose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_GammelHasserisGrusgrav_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Gedebjerg_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_GerlevSTRVej10Indiv1MFG11497_LN	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_GerlevSTRVej10Indiv2MFG11497_LN	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_GevningeOverdrev_PreImperialRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Glerup_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Glerup_Modern	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Graesbjerg_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_GronhojgardVaarst_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Hamahus_Roman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_HammerStrandhuse_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Haraldsted_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Hastrup_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Havnegard_IA	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Hejringe_LBA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Hellevad_IA_Germanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Hemmeshoj_Roman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_HestbekIII_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Hestehavensmose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Hoby_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Hojgard_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Hojstrupvej_Viking_Viking	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_HorbySkov_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Humble_Viking	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_HundstrupMose_IA	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Hvidovre_EarlyRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_HyldebjergVaarst_IA	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_HyllebjergX_EBA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_IA	EUROPE_CONTROL	Denmark		4	0	0	0	0	0	0	0	4
Denmark_Illemose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_Illerup_weapon_sacrifice_site_EarlyRomanBogWar	EUROPE_CONTROL	Denmark		1	1	0	0	0	0	0	0	2
Denmark_Juellinge_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Kaagarden_Viking	EUROPE_CONTROL	Denmark		6	0	0	0	0	0	0	0	6
Denmark_KaarebjergAgreTorslevHageGerlevSogn_LN	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_Kalmargarden_EarlyMedieval	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Kalvehavegaard_EBA	EUROPE_CONTROL	Denmark		0	3	0	0	0	0	0	0	3
Denmark_Kalvehavegaard_LN	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Karlstrup_BA	EUROPE_CONTROL	Denmark		0	3	0	0	0	0	0	0	3
Denmark_Karlstrup_LN	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_KavslundeEng_EBA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Keldeklinte_Mose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Kildehus_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Kirkebakkegard_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Kirkebjerggaard_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_KongensNytorv_EarlyModern	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Kongsted_Lyng_Store_Lyng_Viking_LateGermanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_KornumBro_Viking	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_KumleHoje_Viking	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Kyndby_IA_LateGermanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_LBA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_LN	EUROPE_CONTROL	Denmark		0	15	0	0	0	0	0	0	15
Denmark_LN-o	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_LN_BA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Laebrogard_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Landledgard_EarlyRoman	EUROPE_CONTROL	Denmark		3	0	0	0	0	0	0	0	3
Denmark_Landlystvej_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Langdyssegard_PreImperialRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_LateMesolithic_Ertebolle	EUROPE_CONTROL	Denmark		0	0	22	0	0	0	0	0	22
Denmark_Lauritshoej_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Lejre_Viking_Viking	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Lejrhoje_LateRoman	EUROPE_CONTROL	Denmark		1	1	0	0	0	0	0	0	2
Denmark_Lekkende_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_LilleBjerggardSonderholm_IA	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_LillestrandBogensesb21_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Lillevasby_EarlyRoman	EUROPE_CONTROL	Denmark		10	0	0	0	0	0	0	0	10
Denmark_Lillevasby_LN	EUROPE_CONTROL	Denmark		0	4	0	0	0	0	0	0	4
Denmark_Lundbjerggard_Roman	EUROPE_CONTROL	Denmark		5	0	0	0	0	0	0	0	5
Denmark_Lygtebaek_EIA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_MM_Kongemose	EUROPE_CONTROL	Denmark		0	0	8	0	0	0	0	0	8
Denmark_MN	EUROPE_CONTROL	Denmark		0	3	0	0	0	0	0	0	3
Denmark_MN-2	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_MN-oWHG	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_MN_possible	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Maderne_LBA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_MaerkebaekgardSyd_Viking	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Maglebjerghoj_IA_EarlyGermanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_MandemarkeBakker_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Medieval	EUROPE_CONTROL	Denmark		82	0	0	0	0	0	0	0	82
Denmark_Mellemholm_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Mellemholm_Roman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Mesolithic	EUROPE_CONTROL	Denmark		0	0	2	0	0	0	0	0	2
Denmark_Mors_EarlyModern	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_MosedeFort_EarlyRoman	EUROPE_CONTROL	Denmark		12	0	0	0	0	0	0	0	12
Denmark_Museumsgarden_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_N	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_N_MN_TRB	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_N_TRB	EUROPE_CONTROL	Denmark		0	3	0	0	0	0	0	0	3
Denmark_NaestvedMark_LateRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_NederVindinge_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_NeverkaerMoseHogholm_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_NordenbrogardHesselbjerg_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_NorreVedby_EN	EUROPE_CONTROL	Denmark		0	0	1	0	0	0	0	0	1
Denmark_Norrebjerg_Viking_Viking	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_NrHedegard_LateRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Nygaard_Mose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Nymarksgaard_IA	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Objergaard_EarlyRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Objergaard_Roman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Olby_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Osjergaard_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Osjergaard_LateRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_OustrupTaderupmose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_OverVindinge_BA	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_OverVindinge_LN	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_Regnemark_LateRoman	EUROPE_CONTROL	Denmark		4	0	0	0	0	0	0	0	4
Denmark_Regstrup_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Rislev_PreImperialRoman	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_Rolund_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_RomdrupChristianshoj_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Romdrupgard_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_RorslokkeMoseTryggelev_EBA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Rosenaeen_IA	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_RudsVedby_EN	EUROPE_CONTROL	Denmark		0	0	1	0	0	0	0	0	1
Denmark_SOEL_964_Engbjerg_LateRoman	EUROPE_CONTROL	Denmark		3	0	0	0	0	0	0	0	3
Denmark_Saesing_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Sanddal_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Sanddal_Roman	EUROPE_CONTROL	Denmark		3	0	0	0	0	0	0	0	3
Denmark_Sandlyngmose_IA_Germanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Scheelsminde_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_SdrTostrupSonderTastrup	EUROPE_CONTROL	Denmark		0	0	1	0	0	0	0	0	1
Denmark_SdrTostrupSonderTastrup_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_SdrTranderAalborg_PreImperialRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_SdrTranders_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_SdrTranders_PreImperialRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_SdrTranders_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Sejlsbjerg_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Simonsborg_EarlyRoman	EUROPE_CONTROL	Denmark		20	0	0	0	0	0	0	0	20
Denmark_Simonsborg_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_SingleGraveCulture	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_SkafterupMark_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_SkivumVI_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_SkoleSamling_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Skovgarde_LateRoman	EUROPE_CONTROL	Denmark		4	0	0	0	0	0	0	0	4
Denmark_Skregeskov_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Skyttemarksvej_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_SludegaardSomose_EN	EUROPE_CONTROL	Denmark		0	0	1	0	0	0	0	0	1
Denmark_Slusegard_EarlyRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Slusegard_LateRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Slusegard_Roman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Smidie_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_SonderupXI_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_SondrupOstergaardUlstrupsogn_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_SondrupOstergaardUlstrupsogn_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_SorupSoSorupMose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Sperrestrup_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Stalmosegard_EarlyRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Stalmosegard_LateRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_Stenlille_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Stenum_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_StistrupkaerVII_MN	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_StoreGrandlose_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Strandby_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_StrandlundenIIGerlevMFG19102_EBA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_StubberupOuesogn_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Tanderup_EBA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_ToksvaerdBy_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Tollestrup_Mose_LBA	EUROPE_CONTROL	Denmark		0	2	0	0	0	0	0	0	2
Denmark_Tollestrup_Mose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_TrekronerGrydehoj_IA_LateGermanic	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Trelleborg_Viking	EUROPE_CONTROL	Denmark		3	0	0	0	0	0	0	0	3
Denmark_Trelleborg_Viking_Viking	EUROPE_CONTROL	Denmark		4	0	0	0	0	0	0	0	4
Denmark_TrundholmMose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_TvaervejenetapeIIIAsperupsognsbnr56BagHerredOdenseAmt_PreImperialRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_TvejeMerlose_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_TybjergMose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Ubby_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Uglemose_LN	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_VaerebroASnydebro_LN	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_VaerebroASnydebro_MN	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_VaerloseAlugod_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_VarpelevVest_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Varpelev_EarlyRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_VemmetofteSkovridergard_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Vendsyssel_EIA	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Vendsyssel_Holger_Friis_kaelder_PreImperialRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Vendsyssel_Svennum_IA	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_VesterEgesborg_EarlyRoman	EUROPE_CONTROL	Denmark		2	0	0	0	0	0	0	0	2
Denmark_VesterKlodske_Roman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_VibsigMose_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Vigsnaes_PreImperialRoman	EUROPE_CONTROL	Denmark		0	1	0	0	0	0	0	0	1
Denmark_Viking	EUROPE_CONTROL	Denmark		74	0	0	0	0	0	0	0	74
Denmark_Viking-1	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Viking-2	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_Viking-o	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_VilstedSognIX_PreImperialRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_VindingeVestIII_EarlyRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_VindingeVestIII_LateRoman	EUROPE_CONTROL	Denmark		1	0	0	0	0	0	0	0	1
Denmark_VindingeVestIII_Roman	EUROPE_CONTROL	Denmark		3	0	0	0	0	0	0	0	3
Dinka	EAST_AFRICA	South Sudan		1	0	0	0	0	0	0	0	1
DominicanRepublic_Ceramic	OUTGROUP	Dominican Republic		90	0	0	0	0	0	0	0	90
DominicanRepublic_Ceramic-oEurope	OUTGROUP	Dominican Republic		1	0	0	0	0	0	0	0	1
DominicanRepublic_DynastyII_LateCeramic	OUTGROUP	Dominican Republic		1	0	0	0	0	0	0	0	1
DominicanRepublic_LateCeramic	OUTGROUP	Dominican Republic		24	0	0	0	0	0	0	0	24
DominicanRepublic_PreCeramic	OUTGROUP	Dominican Republic		1	1	0	0	0	0	0	0	2
DominicanRepublic_PreCeramic-o	OUTGROUP	Dominican Republic		0	1	0	0	0	0	0	0	1
DominicanRepublic_PreCeramic-oEurope	OUTGROUP	Dominican Republic		1	0	0	0	0	0	0	0	1
DominicanRepublic_Samana_Ceramic	OUTGROUP	Dominican Republic		7	0	0	0	0	0	0	0	7
Druze	LEVANT	Israel		44	0	0	0	0	0	0	0	44
Dungan	OUTGROUP	Kyrgyzstan		2	0	0	0	0	0	0	0	2
Dusun	OUTGROUP	Brunei		2	0	0	0	0	0	0	0	2
ESN	WEST_AFRICA	Nigeria		99	0	0	0	0	0	0	0	99
